
6850,0.00,0.00,0.00,0.00,0.03,-0.77,9.57,0.01,-0.00,0.00,-4.50,-23.56,11.38
6877,0.00,0.00,0.00,0.00,0.04,-0.72,9.82,0.00,-0.00,0.00,-4.50,-23.56,11.38
6905,1.00,-0.04,-0.00,0.00,0.03,-0.74,9.66,-0.02,-0.00,-0.00,-4.50,-23.56,11.38
6934,1.00,-0.04,-0.00,0.00,0.03,-0.80,9.79,-0.01,-0.00,0.00,-5.19,-22.75,10.56
6961,1.00,-0.04,-0.00,0.00,0.05,-0.79,9.74,0.00,-0.00,0.00,-5.19,-22.75,10.56
6989,1.00,-0.04,-0.00,0.00,0.03,-0.75,9.76,-0.00,-0.00,0.00,-5.56,-23.56,11.69
7016,1.00,-0.04,-0.00,0.00,0.03,-0.76,9.80,-0.01,-0.00,0.00,-5.56,-23.56,11.69
7045,1.00,-0.04,-0.00,0.00,0.04,-0.78,9.82,-0.00,-0.00,0.00,-4.75,-23.19,12.88
7071,1.00,-0.04,-0.00,0.00,0.04,-0.75,9.81,-0.01,-0.00,0.00,-4.75,-23.19,12.88
7100,1.00,-0.04,-0.00,0.00,0.02,-0.79,9.69,-0.01,-0.00,0.00,-5.56,-22.75,12.56
7127,1.00,-0.04,-0.00,0.00,0.03,-0.79,9.83,0.00,-0.00,0.00,-5.56,-22.37,12.19
7155,1.00,-0.04,-0.00,0.00,0.05,-0.79,9.71,0.01,-0.00,0.00,-5.56,-22.37,12.19
7184,1.00,-0.04,-0.00,0.00,0.04,-0.76,9.79,0.02,-0.00,0.00,-5.19,-23.56,12.19
7213,1.00,-0.04,-0.00,0.00,0.05,-0.74,9.76,-0.00,0.00,0.00,-5.19,-23.56,12.19
7241,1.00,-0.04,-0.00,0.00,0.03,-1.01,9.80,-0.11,0.00,0.01,-4.50,-22.75,11.69
7268,1.00,-0.04,-0.00,0.00,0.08,-0.40,9.77,-0.18,0.00,0.09,-4.50,-22.75,11.69
7294,1.00,-0.04,-0.00,0.00,0.02,-1.02,9.77,-0.08,0.00,0.03,-4.56,-22.25,12.25
7321,1.00,-0.04,-0.00,0.00,0.03,-0.91,9.81,-0.05,0.00,0.04,-4.56,-22.25,12.25
7348,1.00,-0.04,-0.00,0.00,-0.01,-0.86,9.70,-0.06,-0.00,-0.03,-4.69,-23.19,12.25
7374,1.00,-0.05,-0.00,0.00,0.05,-0.50,9.81,-0.15,0.00,-0.03,-5.75,-22.25,12.69
7403,1.00,-0.05,-0.00,0.00,0.03,-1.21,9.72,-0.18,0.00,-0.06,-5.75,-22.25,12.69
7430,1.00,-0.05,-0.00,0.00,0.08,-0.96,9.83,-0.15,0.01,-0.09,-4.25,-22.69,12.19
7456,1.00,-0.05,-0.00,0.00,0.00,-1.03,9.77,0.06,0.00,-0.07,-4.25,-22.69,12.19
7483,1.00,-0.05,-0.00,-0.00,-0.34,-0.74,9.84,-0.03,0.00,-0.11,-5.50,-22.25,12.19
7510,1.00,-0.05,-0.00,-0.00,-0.15,-0.82,9.78,0.02,0.00,-0.10,-5.50,-22.25,12.19
7538,1.00,-0.05,-0.00,-0.00,0.21,-1.04,9.80,0.08,0.02,-0.06,-5.50,-22.19,11.69
7565,1.00,-0.05,-0.00,-0.00,-0.04,-0.57,9.80,0.12,0.04,-0.03,-5.50,-22.19,11.69
7593,1.00,-0.05,-0.00,-0.00,-0.16,-1.42,9.90,0.24,0.15,-0.07,-5.38,-21.56,10.75
7620,1.00,-0.04,0.00,-0.00,0.54,-0.55,11.31,0.53,0.35,0.03,-5.38,-21.56,10.75
7647,1.00,-0.04,0.01,-0.00,0.30,-0.72,11.93,-0.19,0.36,0.23,-4.56,-21.56,12.69
7673,1.00,-0.04,0.01,-0.00,-0.06,-0.47,12.30,-0.53,-0.21,0.28,-4.88,-22.69,12.00
7704,1.00,-0.05,0.01,0.00,-0.40,-1.39,9.36,-0.34,-0.41,0.24,-4.88,-22.69,12.00
7729,1.00,-0.05,0.00,0.01,0.73,-1.66,10.51,-0.04,-0.17,-0.08,-5.25,-24.56,12.25
7757,1.00,-0.05,0.00,0.00,-0.05,-0.26,10.86,-0.12,-0.23,-0.13,-5.25,-24.56,12.25
7784,1.00,-0.06,-0.00,0.00,-0.08,-0.71,10.09,-0.32,-0.44,0.13,-5.06,-26.69,10.75
7813,1.00,-0.06,-0.01,0.01,-0.27,-1.45,8.94,-0.27,-0.37,0.14,-5.06,-26.69,10.75
7841,1.00,-0.06,-0.01,0.01,-0.12,-1.80,9.19,-0.14,-0.11,0.08,-5.19,-28.56,6.88
7868,1.00,-0.06,-0.01,0.01,0.05,-0.58,9.90,0.03,0.01,-0.06,-5.19,-28.56,6.88
7897,1.00,-0.06,-0.01,0.01,0.03,-0.69,9.01,0.04,-0.00,0.11,-4.88,-31.25,4.25
7921,1.00,-0.06,-0.01,0.01,-0.09,-1.58,8.30,0.01,0.01,0.15,-3.25,-34.75,4.19
7950,1.00,-0.06,-0.01,0.01,0.32,-1.11,8.36,0.15,0.11,0.01,-3.25,-34.75,4.19
7976,1.00,-0.06,-0.01,0.01,0.06,-0.86,8.66,0.09,0.18,0.02,-3.06,-36.06,3.19
8005,1.00,-0.06,-0.01,0.01,0.24,-1.29,8.89,0.16,0.14,-0.06,-3.06,-36.06,3.19
8032,1.00,-0.06,-0.01,0.01,-0.07,-0.29,8.85,0.08,0.10,-0.08,-0.75,-38.38,3.69
8058,1.00,-0.06,-0.00,0.01,0.11,-1.17,9.76,-0.08,0.17,0.09,-0.75,-38.38,3.69
8087,1.00,-0.06,-0.00,0.01,0.16,-1.24,10.38,-0.27,0.15,0.09,1.06,-38.50,4.38
8114,1.00,-0.06,-0.00,0.01,-0.05,-1.38,10.27,-0.58,0.05,0.06,1.06,-38.50,4.38
8142,1.00,-0.07,-0.00,0.01,0.05,-1.69,10.33,-0.71,0.03,0.06,0.88,-38.19,3.25
8169,1.00,-0.08,-0.00,0.01,0.12,-1.67,10.82,-0.87,-0.01,0.02,0.88,-38.19,3.25
8196,0.99,-0.10,-0.00,0.01,0.26,-2.75,10.47,-1.51,-0.18,0.08,0.75,-36.19,3.56
8222,0.99,-0.12,-0.00,0.01,0.12,-3.72,10.43,-2.38,-0.26,0.02,0.56,-36.00,1.56
8253,0.99,-0.16,-0.01,0.02,0.65,-3.88,9.27,-3.21,-0.24,-0.03,0.56,-36.00,1.56
8278,0.98,-0.22,-0.01,0.01,-0.37,-3.56,8.19,-4.56,0.11,0.06,-0.37,-33.38,-4.00
8306,0.96,-0.26,-0.01,0.02,-0.15,-6.26,6.80,-4.72,0.56,0.40,-0.37,-33.38,-4.00
8333,0.95,-0.32,0.00,0.02,-0.94,-7.36,8.05,-3.68,0.70,0.16,-1.00,-27.50,-16.19
8361,0.93,-0.36,0.01,0.01,-0.13,-6.27,8.86,-3.07,0.70,-0.58,-1.00,-27.50,-16.19
8390,0.91,-0.41,0.01,-0.00,-0.50,-6.97,6.92,-3.58,0.45,-0.37,0.50,-22.87,-33.56
8417,0.89,-0.46,0.02,-0.00,0.52,-5.60,6.20,-4.19,0.61,0.19,0.50,-22.87,-33.56
8443,0.87,-0.49,0.03,-0.00,-0.84,-11.53,7.07,-3.99,0.64,0.39,2.56,-15.06,-44.00
8470,0.84,-0.54,0.03,-0.00,-0.74,-10.30,5.99,-3.17,0.20,-0.29,5.50,-3.06,-47.75
8501,0.82,-0.57,0.03,-0.01,-0.46,-10.10,3.24,-2.87,-0.38,-0.48,5.50,-3.06,-47.75
8527,0.79,-0.61,0.02,-0.01,-0.26,-10.55,3.52,-3.62,-0.20,-0.46,5.19,6.88,-47.75
8554,0.77,-0.64,0.02,-0.01,0.00,-8.67,3.51,-3.64,-0.22,-0.38,5.19,6.88,-47.75
8581,0.73,-0.68,0.01,-0.01,0.22,-10.50,2.06,-3.97,-0.32,-0.05,4.38,18.69,-46.25
8609,0.69,-0.72,0.01,-0.00,-0.57,-10.18,-0.01,-3.88,-0.44,-0.21,4.38,18.69,-46.25
8638,0.66,-0.76,0.00,-0.00,-0.66,-9.23,-2.63,-3.58,-0.30,-0.09,4.38,29.37,-42.69
